X_wgs29 Y_wgs29
 604355 4165433
 604365 4165433
 604375 4165433
 604385 4165433
 604395 4165433
 604405 4165433
 604415 4165433
 604425 4165433
 604435 4165433
 604445 4165433
 604455 4165433
 604465 4165433
 604475 4165433
 604485 4165433
 604495 4165433
 604505 4165433
 604515 4165433
 604525 4165433
 604535 4165433
 604545 4165433
 604555 4165433
 604565 4165433
 604575 4165433
 604585 4165433
 603995 4165423
 604005 4165423
 604015 4165423
 604025 4165423
 604035 4165423
 604045 4165423
 604055 4165423
 604065 4165423
 604075 4165423
 604085 4165423
 604095 4165423
 604105 4165423
 604115 4165423
 604125 4165423
 604135 4165423
 604145 4165423
 604155 4165423
 604165 4165423
 604175 4165423
 604185 4165423
 604195 4165423
 604205 4165423
 604215 4165423
 604225 4165423
 604235 4165423
 604245 4165423
 604255 4165423
 604265 4165423
 604275 4165423
 604285 4165423
 604295 4165423
 604305 4165423
 604315 4165423
 604325 4165423
 604335 4165423
 604345 4165423
 604355 4165423
 604365 4165423
 604375 4165423
 604385 4165423
 604395 4165423
 604405 4165423
 604415 4165423
 604425 4165423
 604435 4165423
 604445 4165423
 604455 4165423
 604465 4165423
 604475 4165423
 604485 4165423
 604495 4165423
 604505 4165423
 604515 4165423
 604525 4165423
 604535 4165423
 604545 4165423
 604555 4165423
 604565 4165423
 604575 4165423
 604585 4165423
 603995 4165413
 604005 4165413
 604015 4165413
 604025 4165413
 604035 4165413
 604045 4165413
 604055 4165413
 604065 4165413
 604075 4165413
 604085 4165413
 604095 4165413
 604105 4165413
 604115 4165413
 604125 4165413
 604135 4165413
 604145 4165413
 604155 4165413
 604165 4165413
 604175 4165413
 604185 4165413
 604195 4165413
 604205 4165413
 604215 4165413
 604225 4165413
 604235 4165413
 604245 4165413
 604255 4165413
 604265 4165413
 604275 4165413
 604285 4165413
 604295 4165413
 604305 4165413
 604315 4165413
 604325 4165413
 604335 4165413
 604345 4165413
 604355 4165413
 604365 4165413
 604375 4165413
 604385 4165413
 604395 4165413
 604405 4165413
 604415 4165413
 604425 4165413
 604435 4165413
 604445 4165413
 604455 4165413
 604465 4165413
 604475 4165413
 604485 4165413
 604495 4165413
 604505 4165413
 604515 4165413
 604525 4165413
 604535 4165413
 604545 4165413
 604555 4165413
 604565 4165413
 604575 4165413
 604585 4165413
 603995 4165403
 604005 4165403
 604015 4165403
 604025 4165403
 604035 4165403
 604045 4165403
 604055 4165403
 604065 4165403
 604075 4165403
 604085 4165403
 604095 4165403
 604105 4165403
 604115 4165403
 604125 4165403
 604135 4165403
 604145 4165403
 604155 4165403
 604165 4165403
 604175 4165403
 604185 4165403
 604195 4165403
 604205 4165403
 604215 4165403
 604225 4165403
 604235 4165403
 604245 4165403
 604255 4165403
 604265 4165403
 604275 4165403
 604285 4165403
 604295 4165403
 604305 4165403
 604315 4165403
 604325 4165403
 604335 4165403
 604345 4165403
 604355 4165403
 604365 4165403
 604375 4165403
 604385 4165403
 604395 4165403
 604405 4165403
 604415 4165403
 604425 4165403
 604435 4165403
 604445 4165403
 604455 4165403
 604465 4165403
 604475 4165403
 604485 4165403
 604495 4165403
 604505 4165403
 604515 4165403
 604525 4165403
 604535 4165403
 604545 4165403
 604555 4165403
 604565 4165403
 604575 4165403
 604585 4165403
 603995 4165393
 604005 4165393
 604015 4165393
 604025 4165393
 604035 4165393
 604045 4165393
 604055 4165393
 604065 4165393
 604075 4165393
 604085 4165393
 604095 4165393
 604105 4165393
 604115 4165393
 604125 4165393
 604135 4165393
 604145 4165393
 604155 4165393
 604165 4165393
 604175 4165393
 604185 4165393
 604195 4165393
 604205 4165393
 604215 4165393
 604225 4165393
 604235 4165393
 604245 4165393
 604255 4165393
 604265 4165393
 604275 4165393
 604285 4165393
 604295 4165393
 604305 4165393
 604315 4165393
 604325 4165393
 604335 4165393
 604345 4165393
 604355 4165393
 604365 4165393
 604375 4165393
 604385 4165393
 604395 4165393
 604405 4165393
 604415 4165393
 604425 4165393
 604435 4165393
 604445 4165393
 604455 4165393
 604465 4165393
 604475 4165393
 604485 4165393
 604495 4165393
 604505 4165393
 604515 4165393
 604525 4165393
 604535 4165393
 604545 4165393
 604555 4165393
 604565 4165393
 604575 4165393
 604585 4165393
 603995 4165383
 604005 4165383
 604015 4165383
 604025 4165383
 604035 4165383
 604045 4165383
 604055 4165383
 604065 4165383
 604075 4165383
 604085 4165383
 604095 4165383
 604105 4165383
 604115 4165383
 604125 4165383
 604135 4165383
 604145 4165383
 604155 4165383
 604165 4165383
 604175 4165383
 604185 4165383
 604195 4165383
 604205 4165383
 604215 4165383
 604225 4165383
 604235 4165383
 604245 4165383
 604255 4165383
 604265 4165383
 604275 4165383
 604285 4165383
 604295 4165383
 604305 4165383
 604315 4165383
 604325 4165383
 604335 4165383
 604345 4165383
 604355 4165383
 604365 4165383
 604375 4165383
 604385 4165383
 604395 4165383
 604405 4165383
 604415 4165383
 604425 4165383
 604435 4165383
 604445 4165383
 604455 4165383
 604465 4165383
 604475 4165383
 604485 4165383
 604495 4165383
 604505 4165383
 604515 4165383
 604525 4165383
 604535 4165383
 604545 4165383
 604555 4165383
 604565 4165383
 604575 4165383
 604585 4165383
 603995 4165373
 604005 4165373
 604015 4165373
 604025 4165373
 604035 4165373
 604045 4165373
 604055 4165373
 604065 4165373
 604075 4165373
 604085 4165373
 604095 4165373
 604105 4165373
 604115 4165373
 604125 4165373
 604135 4165373
 604145 4165373
 604155 4165373
 604165 4165373
 604175 4165373
 604185 4165373
 604195 4165373
 604205 4165373
 604215 4165373
 604225 4165373
 604235 4165373
 604245 4165373
 604255 4165373
 604265 4165373
 604275 4165373
 604285 4165373
 604295 4165373
 604305 4165373
 604315 4165373
 604325 4165373
 604335 4165373
 604345 4165373
 604355 4165373
 604365 4165373
 604375 4165373
 604385 4165373
 604395 4165373
 604405 4165373
 604415 4165373
 604425 4165373
 604435 4165373
 604445 4165373
 604455 4165373
 604465 4165373
 604475 4165373
 604485 4165373
 604495 4165373
 604505 4165373
 604515 4165373
 604525 4165373
 604535 4165373
 604545 4165373
 604555 4165373
 604565 4165373
 604575 4165373
 604585 4165373
 603995 4165363
 604005 4165363
 604015 4165363
 604025 4165363
 604035 4165363
 604045 4165363
 604055 4165363
 604065 4165363
 604075 4165363
 604085 4165363
 604095 4165363
 604105 4165363
 604115 4165363
 604125 4165363
 604135 4165363
 604145 4165363
 604155 4165363
 604165 4165363
 604175 4165363
 604185 4165363
 604195 4165363
 604205 4165363
 604215 4165363
 604225 4165363
 604235 4165363
 604245 4165363
 604255 4165363
 604265 4165363
 604275 4165363
 604285 4165363
 604295 4165363
 604305 4165363
 604315 4165363
 604325 4165363
 604335 4165363
 604345 4165363
 604355 4165363
 604365 4165363
 604375 4165363
 604385 4165363
 604395 4165363
 604405 4165363
 604415 4165363
 604425 4165363
 604435 4165363
 604445 4165363
 604455 4165363
 604465 4165363
 604475 4165363
 604485 4165363
 604495 4165363
 604505 4165363
 604515 4165363
 604525 4165363
 604535 4165363
 604545 4165363
 604555 4165363
 604565 4165363
 604575 4165363
 604585 4165363
 603995 4165353
 604005 4165353
 604015 4165353
 604025 4165353
 604035 4165353
 604045 4165353
 604055 4165353
 604065 4165353
 604075 4165353
 604085 4165353
 604095 4165353
 604105 4165353
 604115 4165353
 604125 4165353
 604135 4165353
 604145 4165353
 604155 4165353
 604165 4165353
 604175 4165353
 604185 4165353
 604195 4165353
 604205 4165353
 604215 4165353
 604225 4165353
 604235 4165353
 604245 4165353
 604255 4165353
 604265 4165353
 604275 4165353
 604285 4165353
 604295 4165353
 604305 4165353
 604315 4165353
 604325 4165353
 604335 4165353
 604345 4165353
 604355 4165353
 604365 4165353
 604375 4165353
 604385 4165353
 604395 4165353
 604405 4165353
 604415 4165353
 604425 4165353
 604435 4165353
 604445 4165353
 604455 4165353
 604465 4165353
 604475 4165353
 604485 4165353
 604495 4165353
 604505 4165353
 604515 4165353
 604525 4165353
 604535 4165353
 604545 4165353
 604555 4165353
 604565 4165353
 604575 4165353
 604585 4165353
 603995 4165343
 604005 4165343
 604015 4165343
 604025 4165343
 604035 4165343
 604045 4165343
 604055 4165343
 604065 4165343
 604075 4165343
 604085 4165343
 604095 4165343
 604105 4165343
 604115 4165343
 604125 4165343
 604135 4165343
 604145 4165343
 604155 4165343
 604165 4165343
 604175 4165343
 604185 4165343
 604195 4165343
 604205 4165343
 604215 4165343
 604225 4165343
 604235 4165343
 604245 4165343
 604255 4165343
 604265 4165343
 604275 4165343
 604285 4165343
 604295 4165343
 604305 4165343
 604315 4165343
 604325 4165343
 604335 4165343
 604345 4165343
 604355 4165343
 604365 4165343
 604375 4165343
 604385 4165343
 604395 4165343
 604405 4165343
 604415 4165343
 604425 4165343
 604435 4165343
 604445 4165343
 604455 4165343
 604465 4165343
 604475 4165343
 604485 4165343
 604495 4165343
 604505 4165343
 604515 4165343
 604525 4165343
 604535 4165343
 604545 4165343
 604555 4165343
 604565 4165343
 604575 4165343
 604585 4165343
 603995 4165333
 604005 4165333
 604015 4165333
 604025 4165333
 604035 4165333
 604045 4165333
 604055 4165333
 604065 4165333
 604075 4165333
 604085 4165333
 604095 4165333
 604105 4165333
 604115 4165333
 604125 4165333
 604135 4165333
 604145 4165333
 604155 4165333
 604165 4165333
 604175 4165333
 604185 4165333
 604195 4165333
 604205 4165333
 604215 4165333
 604225 4165333
 604235 4165333
 604245 4165333
 604255 4165333
 604265 4165333
 604275 4165333
 604285 4165333
 604295 4165333
 604305 4165333
 604315 4165333
 604325 4165333
 604335 4165333
 604345 4165333
 604355 4165333
 604365 4165333
 604375 4165333
 604385 4165333
 604395 4165333
 604405 4165333
 604415 4165333
 604425 4165333
 604435 4165333
 604445 4165333
 604455 4165333
 604465 4165333
 604475 4165333
 604485 4165333
 604495 4165333
 604505 4165333
 604515 4165333
 604525 4165333
 604535 4165333
 604545 4165333
 604555 4165333
 604565 4165333
 604575 4165333
 604585 4165333
 603995 4165323
 604005 4165323
 604015 4165323
 604025 4165323
 604035 4165323
 604045 4165323
 604055 4165323
 604065 4165323
 604075 4165323
 604085 4165323
 604095 4165323
 604105 4165323
 604115 4165323
 604125 4165323
 604135 4165323
 604145 4165323
 604155 4165323
 604165 4165323
 604175 4165323
 604185 4165323
 604195 4165323
 604205 4165323
 604215 4165323
 604225 4165323
 604235 4165323
 604245 4165323
 604255 4165323
 604265 4165323
 604275 4165323
 604285 4165323
 604295 4165323
 604305 4165323
 604315 4165323
 604325 4165323
 604335 4165323
 604345 4165323
 604355 4165323
 604365 4165323
 604375 4165323
 604385 4165323
 604395 4165323
 604405 4165323
 604415 4165323
 604425 4165323
 604435 4165323
 604445 4165323
 604455 4165323
 604465 4165323
 604475 4165323
 604485 4165323
 604495 4165323
 604505 4165323
 604515 4165323
 604525 4165323
 604535 4165323
 604545 4165323
 604555 4165323
 604565 4165323
 604575 4165323
 604585 4165323
 603995 4165313
 604005 4165313
 604015 4165313
 604025 4165313
 604035 4165313
 604045 4165313
 604055 4165313
 604065 4165313
 604075 4165313
 604085 4165313
 604095 4165313
 604105 4165313
 604115 4165313
 604125 4165313
 604135 4165313
 604145 4165313
 604155 4165313
 604165 4165313
 604175 4165313
 604185 4165313
 604195 4165313
 604205 4165313
 604215 4165313
 604225 4165313
 604235 4165313
 604245 4165313
 604255 4165313
 604265 4165313
 604275 4165313
 604285 4165313
 604295 4165313
 604305 4165313
 604315 4165313
 604325 4165313
 604335 4165313
 604345 4165313
 604355 4165313
 604365 4165313
 604375 4165313
 604385 4165313
 604395 4165313
 604405 4165313
 604415 4165313
 604425 4165313
 604435 4165313
 604445 4165313
 604455 4165313
 604465 4165313
 604475 4165313
 604485 4165313
 604495 4165313
 604505 4165313
 604515 4165313
 604525 4165313
 604535 4165313
 604545 4165313
 604555 4165313
 604565 4165313
 604575 4165313
 604585 4165313
 603995 4165303
 604005 4165303
 604015 4165303
 604025 4165303
 604035 4165303
 604045 4165303
 604055 4165303
 604065 4165303
 604075 4165303
 604085 4165303
 604095 4165303
 604105 4165303
 604115 4165303
 604125 4165303
 604135 4165303
 604145 4165303
 604155 4165303
 604165 4165303
 604175 4165303
 604185 4165303
 604195 4165303
 604205 4165303
 604215 4165303
 604225 4165303
 604235 4165303
 604245 4165303
 604255 4165303
 604265 4165303
 604275 4165303
 604285 4165303
 604295 4165303
 604305 4165303
 604315 4165303
 604325 4165303
 604335 4165303
 604345 4165303
 604355 4165303
 604365 4165303
 604375 4165303
 604385 4165303
 604395 4165303
 604405 4165303
 604415 4165303
 604425 4165303
 604435 4165303
 604445 4165303
 604455 4165303
 604465 4165303
 604475 4165303
 604485 4165303
 604495 4165303
 604505 4165303
 604515 4165303
 604525 4165303
 604535 4165303
 604545 4165303
 604555 4165303
 604565 4165303
 604575 4165303
 604585 4165303
 603995 4165293
 604005 4165293
 604015 4165293
 604025 4165293
 604035 4165293
 604045 4165293
 604055 4165293
 604065 4165293
 604075 4165293
 604085 4165293
 604095 4165293
 604105 4165293
 604115 4165293
 604125 4165293
 604135 4165293
 604145 4165293
 604155 4165293
 604165 4165293
 604175 4165293
 604185 4165293
 604195 4165293
 604205 4165293
 604215 4165293
 604225 4165293
 604235 4165293
 604245 4165293
 604255 4165293
 604265 4165293
 604275 4165293
 604285 4165293
 604295 4165293
 604305 4165293
 604315 4165293
 604325 4165293
 604335 4165293
 604345 4165293
 604355 4165293
 604365 4165293
 604375 4165293
 604385 4165293
 604395 4165293
 604405 4165293
 604415 4165293
 604425 4165293
 604435 4165293
 604445 4165293
 604455 4165293
 604465 4165293
 604475 4165293
 604485 4165293
 604495 4165293
 604505 4165293
 604515 4165293
 604525 4165293
 604535 4165293
 604545 4165293
 604555 4165293
 604565 4165293
 604575 4165293
 604585 4165293
 603995 4165283
 604005 4165283
 604015 4165283
 604025 4165283
 604035 4165283
 604045 4165283
 604055 4165283
 604065 4165283
 604075 4165283
 604085 4165283
 604095 4165283
 604105 4165283
 604115 4165283
 604125 4165283
 604135 4165283
 604145 4165283
 604155 4165283
 604165 4165283
 604175 4165283
 604185 4165283
 604195 4165283
 604205 4165283
 604215 4165283
 604225 4165283
 604235 4165283
 604245 4165283
 604255 4165283
 604265 4165283
 604275 4165283
 604285 4165283
 604295 4165283
 604305 4165283
 604315 4165283
 604325 4165283
 604335 4165283
 604345 4165283
 604355 4165283
 604365 4165283
 604375 4165283
 604385 4165283
 604395 4165283
 604405 4165283
 604415 4165283
 604425 4165283
 604435 4165283
 604445 4165283
 604455 4165283
 604465 4165283
 604475 4165283
 604485 4165283
 604495 4165283
 604505 4165283
 604515 4165283
 604525 4165283
 604535 4165283
 604545 4165283
 604555 4165283
 604565 4165283
 604575 4165283
 604585 4165283
 603995 4165273
 604005 4165273
 604015 4165273
 604025 4165273
 604035 4165273
 604045 4165273
 604055 4165273
 604065 4165273
 604075 4165273
 604085 4165273
 604095 4165273
 604105 4165273
 604115 4165273
 604125 4165273
 604135 4165273
 604145 4165273
 604155 4165273
 604165 4165273
 604175 4165273
 604185 4165273
 604195 4165273
 604205 4165273
 604215 4165273
 604225 4165273
 604235 4165273
 604245 4165273
 604255 4165273
 604265 4165273
 604275 4165273
 604285 4165273
 604295 4165273
 604305 4165273
 604315 4165273
 604325 4165273
 604335 4165273
 604345 4165273
 604355 4165273
 604365 4165273
 604375 4165273
 604385 4165273
 604395 4165273
 604405 4165273
 604415 4165273
 604425 4165273
 604435 4165273
 604445 4165273
 604455 4165273
 604465 4165273
 604475 4165273
 604485 4165273
 604495 4165273
 604505 4165273
 604515 4165273
 604525 4165273
 604535 4165273
 604545 4165273
 604555 4165273
 604565 4165273
 604575 4165273
 604585 4165273
 603995 4165263
 604005 4165263
 604015 4165263
 604025 4165263
 604035 4165263
 604045 4165263
 604055 4165263
 604065 4165263
 604075 4165263
 604085 4165263
 604095 4165263
 604105 4165263
 604115 4165263
 604125 4165263
 604135 4165263
 604145 4165263
 604155 4165263
 604165 4165263
 604175 4165263
 604185 4165263
 604195 4165263
 604205 4165263
 604215 4165263
 604225 4165263
 604235 4165263
 604245 4165263
 604255 4165263
 604265 4165263
 604275 4165263
 604285 4165263
 604295 4165263
 604305 4165263
 604315 4165263
 604325 4165263
 604335 4165263
 604345 4165263
 604355 4165263
 604365 4165263
 604375 4165263
 604385 4165263
 604395 4165263
 604405 4165263
 604415 4165263
 604425 4165263
 604435 4165263
 604445 4165263
 604455 4165263
 604465 4165263
 604475 4165263
 604485 4165263
 604495 4165263
 604505 4165263
 604515 4165263
 604525 4165263
 604535 4165263
 604545 4165263
 604555 4165263
 604565 4165263
 604575 4165263
 604585 4165263
 603995 4165253
 604005 4165253
 604015 4165253
 604025 4165253
 604035 4165253
 604045 4165253
 604055 4165253
 604065 4165253
 604075 4165253
 604085 4165253
 604095 4165253
 604105 4165253
 604115 4165253
 604125 4165253
 604135 4165253
 604145 4165253
 604155 4165253
 604165 4165253
 604175 4165253
 604185 4165253
 604195 4165253
 604205 4165253
 604215 4165253
 604225 4165253
 604235 4165253
 604245 4165253
 604255 4165253
 604265 4165253
 604275 4165253
 604285 4165253
 604295 4165253
 604305 4165253
 604315 4165253
 604325 4165253
 604335 4165253
 604345 4165253
 604355 4165253
 604365 4165253
 604375 4165253
 604385 4165253
 604395 4165253
 604405 4165253
 604415 4165253
 604425 4165253
 604435 4165253
 604445 4165253
 604455 4165253
 604465 4165253
 604475 4165253
 604485 4165253
 604495 4165253
 604505 4165253
 604515 4165253
 604525 4165253
 604535 4165253
 604545 4165253
 604555 4165253
 604565 4165253
 604575 4165253
 604585 4165253
 603995 4165243
 604005 4165243
 604015 4165243
 604025 4165243
 604035 4165243
 604045 4165243
 604055 4165243
 604065 4165243
 604075 4165243
 604085 4165243
 604095 4165243
 604105 4165243
 604115 4165243
 604125 4165243
 604135 4165243
 604145 4165243
 604155 4165243
 604165 4165243
 604175 4165243
 604185 4165243
 604195 4165243
 604205 4165243
 604215 4165243
 604225 4165243
 604235 4165243
 604245 4165243
 604255 4165243
 604265 4165243
 604275 4165243
 604285 4165243
 604295 4165243
 604305 4165243
 604315 4165243
 604325 4165243
 604335 4165243
 604345 4165243
 604355 4165243
 604365 4165243
 604375 4165243
 604385 4165243
 604395 4165243
 604405 4165243
 604415 4165243
 604425 4165243
 604435 4165243
 604445 4165243
 604455 4165243
 604465 4165243
 604475 4165243
 604485 4165243
 604495 4165243
 604505 4165243
 604515 4165243
 604525 4165243
 604535 4165243
 604545 4165243
 604555 4165243
 604565 4165243
 604575 4165243
 604585 4165243
 603995 4165233
 604005 4165233
 604015 4165233
 604025 4165233
 604035 4165233
 604045 4165233
 604055 4165233
 604065 4165233
 604075 4165233
 604085 4165233
 604095 4165233
 604105 4165233
 604115 4165233
 604125 4165233
 604135 4165233
 604145 4165233
 604155 4165233
 604165 4165233
 604175 4165233
 604185 4165233
 604195 4165233
 604205 4165233
 604215 4165233
 604225 4165233
 604235 4165233
 604245 4165233
 604255 4165233
 604265 4165233
 604275 4165233
 604285 4165233
 604295 4165233
 604305 4165233
 604315 4165233
 604325 4165233
 604335 4165233
 604345 4165233
 604355 4165233
 604365 4165233
 604375 4165233
 604385 4165233
 604395 4165233
 604405 4165233
 604415 4165233
 604425 4165233
 604435 4165233
 604445 4165233
 604455 4165233
 604465 4165233
 604475 4165233
 604485 4165233
 604495 4165233
 604505 4165233
 604515 4165233
 604525 4165233
 604535 4165233
 604545 4165233
 604555 4165233
 604565 4165233
 604575 4165233
 604585 4165233
 603995 4165223
 604005 4165223
 604015 4165223
 604025 4165223
