X_wgs29 Y_wgs29
 604035 4165223
 604045 4165223
 604055 4165223
 604065 4165223
 604075 4165223
 604085 4165223
 604095 4165223
 604105 4165223
 604115 4165223
 604125 4165223
 604135 4165223
 604145 4165223
 604155 4165223
 604165 4165223
 604175 4165223
 604185 4165223
 604195 4165223
 604205 4165223
 604215 4165223
 604225 4165223
 604235 4165223
 604245 4165223
 604255 4165223
 604265 4165223
 604275 4165223
 604285 4165223
 604295 4165223
 604305 4165223
 604315 4165223
 604325 4165223
 604335 4165223
 604345 4165223
 604355 4165223
 604365 4165223
 604375 4165223
 604385 4165223
 604395 4165223
 604405 4165223
 604415 4165223
 604425 4165223
 604435 4165223
 604445 4165223
 604455 4165223
 604465 4165223
 604475 4165223
 604485 4165223
 604495 4165223
 604505 4165223
 604515 4165223
 604525 4165223
 604535 4165223
 604545 4165223
 604555 4165223
 604565 4165223
 604575 4165223
 604585 4165223
 603995 4165213
 604005 4165213
 604015 4165213
 604025 4165213
 604035 4165213
 604045 4165213
 604055 4165213
 604065 4165213
 604075 4165213
 604085 4165213
 604095 4165213
 604105 4165213
 604115 4165213
 604125 4165213
 604135 4165213
 604145 4165213
 604155 4165213
 604165 4165213
 604175 4165213
 604185 4165213
 604195 4165213
 604205 4165213
 604215 4165213
 604225 4165213
 604235 4165213
 604245 4165213
 604255 4165213
 604265 4165213
 604275 4165213
 604285 4165213
 604295 4165213
 604305 4165213
 604315 4165213
 604325 4165213
 604335 4165213
 604345 4165213
 604355 4165213
 604365 4165213
 604375 4165213
 604385 4165213
 604395 4165213
 604405 4165213
 604415 4165213
 604425 4165213
 604435 4165213
 604445 4165213
 604455 4165213
 604465 4165213
 604475 4165213
 604485 4165213
 604495 4165213
 604505 4165213
 604515 4165213
 604525 4165213
 604535 4165213
 604545 4165213
 604555 4165213
 604565 4165213
 604575 4165213
 604585 4165213
 603995 4165203
 604005 4165203
 604015 4165203
 604025 4165203
 604035 4165203
 604045 4165203
 604055 4165203
 604065 4165203
 604075 4165203
 604085 4165203
 604095 4165203
 604105 4165203
 604115 4165203
 604125 4165203
 604135 4165203
 604145 4165203
 604155 4165203
 604165 4165203
 604175 4165203
 604185 4165203
 604195 4165203
 604205 4165203
 604215 4165203
 604225 4165203
 604235 4165203
 604245 4165203
 604255 4165203
 604265 4165203
 604275 4165203
 604285 4165203
 604295 4165203
 604305 4165203
 604315 4165203
 604325 4165203
 604335 4165203
 604345 4165203
 604355 4165203
 604365 4165203
 604375 4165203
 604385 4165203
 604395 4165203
 604405 4165203
 604415 4165203
 604425 4165203
 604435 4165203
 604445 4165203
 604455 4165203
 604465 4165203
 604475 4165203
 604485 4165203
 604495 4165203
 604505 4165203
 604515 4165203
 604525 4165203
 604535 4165203
 604545 4165203
 604555 4165203
 604565 4165203
 604575 4165203
 604585 4165203
 603995 4165193
 604005 4165193
 604015 4165193
 604025 4165193
 604035 4165193
 604045 4165193
 604055 4165193
 604065 4165193
 604075 4165193
 604085 4165193
 604095 4165193
 604105 4165193
 604115 4165193
 604125 4165193
 604135 4165193
 604145 4165193
 604155 4165193
 604165 4165193
 604175 4165193
 604185 4165193
 604195 4165193
 604205 4165193
 604215 4165193
 604225 4165193
 604235 4165193
 604245 4165193
 604255 4165193
 604265 4165193
 604275 4165193
 604285 4165193
 604295 4165193
 604305 4165193
 604315 4165193
 604325 4165193
 604335 4165193
 604345 4165193
 604355 4165193
 604365 4165193
 604375 4165193
 604385 4165193
 604395 4165193
 604405 4165193
 604415 4165193
 604425 4165193
 604435 4165193
 604445 4165193
 604455 4165193
 604465 4165193
 604475 4165193
 604485 4165193
 604495 4165193
 604505 4165193
 604515 4165193
 604525 4165193
 604535 4165193
 604545 4165193
 604555 4165193
 604565 4165193
 604575 4165193
 604585 4165193
 603995 4165183
 604005 4165183
 604015 4165183
 604025 4165183
 604035 4165183
 604045 4165183
 604055 4165183
 604065 4165183
 604075 4165183
 604085 4165183
 604095 4165183
 604105 4165183
 604115 4165183
 604125 4165183
 604135 4165183
 604145 4165183
 604155 4165183
 604165 4165183
 604175 4165183
 604185 4165183
 604195 4165183
 604205 4165183
 604215 4165183
 604225 4165183
 604235 4165183
 604245 4165183
 604255 4165183
 604265 4165183
 604275 4165183
 604285 4165183
 604295 4165183
 604305 4165183
 604315 4165183
 604325 4165183
 604335 4165183
 604345 4165183
 604355 4165183
 604365 4165183
 604375 4165183
 604385 4165183
 604395 4165183
 604405 4165183
 604415 4165183
 604425 4165183
 604435 4165183
 604445 4165183
 604455 4165183
 604465 4165183
 604475 4165183
 604485 4165183
 604495 4165183
 604505 4165183
 604515 4165183
 604525 4165183
 604535 4165183
 604545 4165183
 604555 4165183
 604565 4165183
 604575 4165183
 604585 4165183
 603995 4165173
 604005 4165173
 604015 4165173
 604025 4165173
 604035 4165173
 604045 4165173
 604055 4165173
 604065 4165173
 604075 4165173
 604085 4165173
 604095 4165173
 604105 4165173
 604115 4165173
 604125 4165173
 604135 4165173
 604145 4165173
 604155 4165173
 604165 4165173
 604175 4165173
 604185 4165173
 604195 4165173
 604205 4165173
 604215 4165173
 604225 4165173
 604235 4165173
 604245 4165173
 604255 4165173
 604265 4165173
 604275 4165173
 604285 4165173
 604295 4165173
 604305 4165173
 604315 4165173
 604325 4165173
 604335 4165173
 604345 4165173
 604355 4165173
 604365 4165173
 604375 4165173
 604385 4165173
 604395 4165173
 604405 4165173
 604415 4165173
 604425 4165173
 604435 4165173
 604445 4165173
 604455 4165173
 604465 4165173
 604475 4165173
 604485 4165173
 604495 4165173
 604505 4165173
 604515 4165173
 604525 4165173
 604535 4165173
 604545 4165173
 604555 4165173
 604565 4165173
 604575 4165173
 604585 4165173
 603995 4165163
 604005 4165163
 604015 4165163
 604025 4165163
 604035 4165163
 604045 4165163
 604055 4165163
 604065 4165163
 604075 4165163
 604085 4165163
 604095 4165163
 604105 4165163
 604115 4165163
 604125 4165163
 604135 4165163
 604145 4165163
 604155 4165163
 604165 4165163
 604175 4165163
 604185 4165163
 604195 4165163
 604205 4165163
 604215 4165163
 604225 4165163
 604235 4165163
 604245 4165163
 604255 4165163
 604265 4165163
 604275 4165163
 604285 4165163
 604295 4165163
 604305 4165163
 604315 4165163
 604325 4165163
 604335 4165163
 604345 4165163
 604355 4165163
 604365 4165163
 604375 4165163
 604385 4165163
 604395 4165163
 604405 4165163
 604415 4165163
 604425 4165163
 604435 4165163
 604445 4165163
 604455 4165163
 604465 4165163
 604475 4165163
 604485 4165163
 604495 4165163
 604505 4165163
 604515 4165163
 604525 4165163
 604535 4165163
 604545 4165163
 604555 4165163
 604565 4165163
 604575 4165163
 604585 4165163
 603995 4165153
 604005 4165153
 604015 4165153
 604025 4165153
 604035 4165153
 604045 4165153
 604055 4165153
 604065 4165153
 604075 4165153
 604085 4165153
 604095 4165153
 604105 4165153
 604115 4165153
 604125 4165153
 604135 4165153
 604145 4165153
 604155 4165153
 604165 4165153
 604175 4165153
 604185 4165153
 604195 4165153
 604205 4165153
 604215 4165153
 604225 4165153
 604235 4165153
 604245 4165153
 604255 4165153
 604265 4165153
 604275 4165153
 604285 4165153
 604295 4165153
 604305 4165153
 604315 4165153
 604325 4165153
 604335 4165153
 604345 4165153
 604355 4165153
 604365 4165153
 604375 4165153
 604385 4165153
 604395 4165153
 604405 4165153
 604415 4165153
 604425 4165153
 604435 4165153
 604445 4165153
 604455 4165153
 604465 4165153
 604475 4165153
 604485 4165153
 604495 4165153
 604505 4165153
 604515 4165153
 604525 4165153
 604535 4165153
 604545 4165153
 604555 4165153
 604565 4165153
 604575 4165153
 604585 4165153
 603995 4165143
 604005 4165143
 604015 4165143
 604025 4165143
 604035 4165143
 604045 4165143
 604055 4165143
 604065 4165143
 604075 4165143
 604085 4165143
 604095 4165143
 604105 4165143
 604115 4165143
 604125 4165143
 604135 4165143
 604145 4165143
 604155 4165143
 604165 4165143
 604175 4165143
 604185 4165143
 604195 4165143
 604205 4165143
 604215 4165143
 604225 4165143
 604235 4165143
 604245 4165143
 604255 4165143
 604265 4165143
 604275 4165143
 604285 4165143
 604295 4165143
 604305 4165143
 604315 4165143
 604325 4165143
 604335 4165143
 604345 4165143
 604355 4165143
 604365 4165143
 604375 4165143
 604385 4165143
 604395 4165143
 604405 4165143
 604415 4165143
 604425 4165143
 604435 4165143
 604445 4165143
 604455 4165143
 604465 4165143
 604475 4165143
 604485 4165143
 604495 4165143
 604505 4165143
 604515 4165143
 604525 4165143
 604535 4165143
 604545 4165143
 604555 4165143
 604565 4165143
 604575 4165143
 604585 4165143
 603995 4165133
 604005 4165133
 604015 4165133
 604025 4165133
 604035 4165133
 604045 4165133
 604055 4165133
 604065 4165133
 604075 4165133
 604085 4165133
 604095 4165133
 604105 4165133
 604115 4165133
 604125 4165133
 604135 4165133
 604145 4165133
 604155 4165133
 604165 4165133
 604175 4165133
 604185 4165133
 604195 4165133
 604205 4165133
 604215 4165133
 604225 4165133
 604235 4165133
 604245 4165133
 604255 4165133
 604265 4165133
 604275 4165133
 604285 4165133
 604295 4165133
 604305 4165133
 604315 4165133
 604325 4165133
 604335 4165133
 604345 4165133
 604355 4165133
 604365 4165133
 604375 4165133
 604385 4165133
 604395 4165133
 604405 4165133
 604415 4165133
 604425 4165133
 604435 4165133
 604445 4165133
 604455 4165133
 604465 4165133
 604475 4165133
 604485 4165133
 604495 4165133
 604505 4165133
 604515 4165133
 604525 4165133
 604535 4165133
 604545 4165133
 604555 4165133
 604565 4165133
 604575 4165133
 604585 4165133
 603995 4165123
 604005 4165123
 604015 4165123
 604025 4165123
 604035 4165123
 604045 4165123
 604055 4165123
 604065 4165123
 604075 4165123
 604085 4165123
 604095 4165123
 604105 4165123
 604115 4165123
 604125 4165123
 604135 4165123
 604145 4165123
 604155 4165123
 604165 4165123
 604175 4165123
 604185 4165123
 604195 4165123
 604205 4165123
 604215 4165123
 604225 4165123
 604235 4165123
 604245 4165123
 604255 4165123
 604265 4165123
 604275 4165123
 604285 4165123
 604295 4165123
 604305 4165123
 604315 4165123
 604325 4165123
 604335 4165123
 604345 4165123
 604355 4165123
 604365 4165123
 604375 4165123
 604385 4165123
 604395 4165123
 604405 4165123
 604415 4165123
 604425 4165123
 604435 4165123
 604445 4165123
 604455 4165123
 604465 4165123
 604475 4165123
 604485 4165123
 604495 4165123
 604505 4165123
 604515 4165123
 604525 4165123
 604535 4165123
 604545 4165123
 604555 4165123
 604565 4165123
 604575 4165123
 604585 4165123
 603995 4165113
 604005 4165113
 604015 4165113
 604025 4165113
 604035 4165113
 604045 4165113
 604055 4165113
 604065 4165113
 604075 4165113
 604085 4165113
 604095 4165113
 604105 4165113
 604115 4165113
 604125 4165113
 604135 4165113
 604145 4165113
 604155 4165113
 604165 4165113
 604175 4165113
 604185 4165113
 604195 4165113
 604205 4165113
 604215 4165113
 604225 4165113
 604235 4165113
 604245 4165113
 604255 4165113
 604265 4165113
 604275 4165113
 604285 4165113
 604295 4165113
 604305 4165113
 604315 4165113
 604325 4165113
 604335 4165113
 604345 4165113
 604355 4165113
 604365 4165113
 604375 4165113
 604385 4165113
 604395 4165113
 604405 4165113
 604415 4165113
 604425 4165113
 604435 4165113
 604445 4165113
 604455 4165113
 604465 4165113
 604475 4165113
 604485 4165113
 604495 4165113
 604505 4165113
 604515 4165113
 604525 4165113
 604535 4165113
 604545 4165113
 604555 4165113
 604565 4165113
 604575 4165113
 604585 4165113
 603995 4165103
 604005 4165103
 604015 4165103
 604025 4165103
 604035 4165103
 604045 4165103
 604055 4165103
 604065 4165103
 604075 4165103
 604085 4165103
 604095 4165103
 604105 4165103
 604115 4165103
 604125 4165103
 604135 4165103
 604145 4165103
 604155 4165103
 604165 4165103
 604175 4165103
 604185 4165103
 604195 4165103
 604205 4165103
 604215 4165103
 604225 4165103
 604235 4165103
 604245 4165103
 604255 4165103
 604265 4165103
 604275 4165103
 604285 4165103
 604295 4165103
 604305 4165103
 604315 4165103
 604325 4165103
 604335 4165103
 604345 4165103
 604355 4165103
 604365 4165103
 604375 4165103
 604385 4165103
 604395 4165103
 604405 4165103
 604415 4165103
 604425 4165103
 604435 4165103
 604445 4165103
 604455 4165103
 604465 4165103
 604475 4165103
 604485 4165103
 604495 4165103
 604505 4165103
 604515 4165103
 604525 4165103
 604535 4165103
 604545 4165103
 604555 4165103
 604565 4165103
 604575 4165103
 604585 4165103
 603995 4165093
 604005 4165093
 604015 4165093
 604025 4165093
 604035 4165093
 604045 4165093
 604055 4165093
 604065 4165093
 604075 4165093
 604085 4165093
 604095 4165093
 604105 4165093
 604115 4165093
 604125 4165093
 604135 4165093
 604145 4165093
 604155 4165093
 604165 4165093
 604175 4165093
 604185 4165093
 604195 4165093
 604205 4165093
 604215 4165093
 604225 4165093
 604235 4165093
 604245 4165093
 604255 4165093
 604265 4165093
 604275 4165093
 604285 4165093
 604295 4165093
 604305 4165093
 604315 4165093
 604325 4165093
 604335 4165093
 604345 4165093
 604355 4165093
 604365 4165093
 604375 4165093
 604385 4165093
 604395 4165093
 604405 4165093
 604415 4165093
 604425 4165093
 604435 4165093
 604445 4165093
 604455 4165093
 604465 4165093
 604475 4165093
 604485 4165093
 604495 4165093
 604505 4165093
 604515 4165093
 604525 4165093
 604535 4165093
 604545 4165093
 604555 4165093
 604565 4165093
 604575 4165093
 604585 4165093
 603995 4165083
 604005 4165083
 604015 4165083
 604025 4165083
 604035 4165083
 604045 4165083
 604055 4165083
 604065 4165083
 604075 4165083
 604085 4165083
 604095 4165083
 604105 4165083
 604115 4165083
 604125 4165083
 604135 4165083
 604145 4165083
 604155 4165083
 604165 4165083
 604175 4165083
 604185 4165083
 604195 4165083
 604205 4165083
 604215 4165083
 604225 4165083
 604235 4165083
 604245 4165083
 604255 4165083
 604265 4165083
 604275 4165083
 604285 4165083
 604295 4165083
 604305 4165083
 604315 4165083
 604325 4165083
 604335 4165083
 604345 4165083
 604355 4165083
 604365 4165083
 604375 4165083
 604385 4165083
 604395 4165083
 604405 4165083
 604415 4165083
 604425 4165083
 604435 4165083
 604445 4165083
 604455 4165083
 604465 4165083
 604475 4165083
 604485 4165083
 604495 4165083
 604505 4165083
 604515 4165083
 604525 4165083
 604535 4165083
 604545 4165083
 604555 4165083
 604565 4165083
 604575 4165083
 604585 4165083
 603995 4165073
 604005 4165073
 604015 4165073
 604025 4165073
 604035 4165073
 604045 4165073
 604055 4165073
 604065 4165073
 604075 4165073
 604085 4165073
 604095 4165073
 604105 4165073
 604115 4165073
 604125 4165073
 604135 4165073
 604145 4165073
 604155 4165073
 604165 4165073
 604175 4165073
 604185 4165073
 604195 4165073
 604205 4165073
 604215 4165073
 604225 4165073
 604235 4165073
 604245 4165073
 604255 4165073
 604265 4165073
 604275 4165073
 604285 4165073
 604295 4165073
 604305 4165073
 604315 4165073
 604325 4165073
 604335 4165073
 604345 4165073
 604355 4165073
 604365 4165073
 604375 4165073
 604385 4165073
 604395 4165073
 604405 4165073
 604415 4165073
 604425 4165073
 604435 4165073
 604445 4165073
 604455 4165073
 604465 4165073
 604475 4165073
 604485 4165073
 604495 4165073
 604505 4165073
 604515 4165073
 604525 4165073
 604535 4165073
 604545 4165073
 604555 4165073
 604565 4165073
 604575 4165073
 604585 4165073
 603995 4165063
 604005 4165063
 604015 4165063
 604025 4165063
 604035 4165063
 604045 4165063
 604055 4165063
 604065 4165063
 604075 4165063
 604085 4165063
 604095 4165063
 604105 4165063
 604115 4165063
 604125 4165063
 604135 4165063
 604145 4165063
 604155 4165063
 604165 4165063
 604175 4165063
 604185 4165063
 604195 4165063
 604205 4165063
 604215 4165063
 604225 4165063
 604235 4165063
 604245 4165063
 604255 4165063
 604265 4165063
 604275 4165063
 604285 4165063
 604295 4165063
 604305 4165063
 604315 4165063
 604325 4165063
 604335 4165063
 604345 4165063
 604355 4165063
 604365 4165063
 604375 4165063
 604385 4165063
 604395 4165063
 604405 4165063
 604415 4165063
 604425 4165063
 604435 4165063
 604445 4165063
 604455 4165063
 604465 4165063
 604475 4165063
 604485 4165063
 604495 4165063
 604505 4165063
 604515 4165063
 604525 4165063
 604535 4165063
 604545 4165063
 604555 4165063
 604565 4165063
 604575 4165063
 604585 4165063
 603995 4165053
 604005 4165053
 604015 4165053
 604025 4165053
 604035 4165053
 604045 4165053
 604055 4165053
 604065 4165053
 604075 4165053
 604085 4165053
 604095 4165053
 604105 4165053
 604115 4165053
 604125 4165053
 604135 4165053
 604145 4165053
 604155 4165053
 604165 4165053
 604175 4165053
 604185 4165053
 604195 4165053
 604205 4165053
 604215 4165053
 604225 4165053
 604235 4165053
 604245 4165053
 604255 4165053
 604265 4165053
 604275 4165053
 604285 4165053
 604295 4165053
 604305 4165053
 604315 4165053
 604325 4165053
 604335 4165053
 604345 4165053
 604355 4165053
 604365 4165053
 604375 4165053
 604385 4165053
 604395 4165053
 604405 4165053
 604415 4165053
 604425 4165053
 604435 4165053
 604445 4165053
 604455 4165053
 604465 4165053
 604475 4165053
 604485 4165053
 604495 4165053
 604505 4165053
 604515 4165053
 604525 4165053
 604535 4165053
 604545 4165053
 604555 4165053
 604565 4165053
 604575 4165053
 604585 4165053
 603995 4165043
 604005 4165043
 604015 4165043
 604025 4165043
 604035 4165043
 604045 4165043
 604055 4165043
 604065 4165043
 604075 4165043
 604085 4165043
 604095 4165043
 604105 4165043
 604115 4165043
 604125 4165043
 604135 4165043
 604145 4165043
 604155 4165043
 604165 4165043
 604175 4165043
 604185 4165043
 604195 4165043
 604205 4165043
 604215 4165043
 604225 4165043
 604235 4165043
 604245 4165043
 604255 4165043
 604265 4165043
 604275 4165043
 604285 4165043
 604295 4165043
 604305 4165043
 604315 4165043
 604325 4165043
 604335 4165043
 604345 4165043
 604355 4165043
 604365 4165043
 604375 4165043
 604385 4165043
 604395 4165043
 604405 4165043
 604415 4165043
 604425 4165043
 604435 4165043
 604445 4165043
 604455 4165043
 604465 4165043
 604475 4165043
 604485 4165043
 604495 4165043
 604505 4165043
 604515 4165043
 604525 4165043
 604535 4165043
 604545 4165043
 604555 4165043
 604565 4165043
 604575 4165043
 604585 4165043
 603995 4165033
 604005 4165033
 604015 4165033
 604025 4165033
 604035 4165033
 604045 4165033
 604055 4165033
 604065 4165033
 604075 4165033
 604085 4165033
 604095 4165033
 604105 4165033
 604115 4165033
 604125 4165033
 604135 4165033
 604145 4165033
 604155 4165033
 604165 4165033
 604175 4165033
 604185 4165033
 604195 4165033
 604205 4165033
 604215 4165033
 604225 4165033
 604235 4165033
 604245 4165033
 604255 4165033
 604265 4165033
 604275 4165033
 604285 4165033
 604295 4165033
 604305 4165033
 604315 4165033
 604325 4165033
 604335 4165033
 604345 4165033
 604355 4165033
 604365 4165033
 604375 4165033
 604385 4165033
 604395 4165033
 604405 4165033
 604415 4165033
 604425 4165033
 604435 4165033
 604445 4165033
 604455 4165033
 604465 4165033
 604475 4165033
 604485 4165033
 604495 4165033
 604505 4165033
 604515 4165033
 604525 4165033
 604535 4165033
 604545 4165033
 604555 4165033
 604565 4165033
 604575 4165033
 604585 4165033
 603995 4165023
 604005 4165023
 604015 4165023
 604025 4165023
 604035 4165023
 604045 4165023
 604055 4165023
 604065 4165023
 604075 4165023
 604085 4165023
 604095 4165023
 604105 4165023
 604115 4165023
 604125 4165023
 604135 4165023
 604145 4165023
 604155 4165023
 604165 4165023
 604175 4165023
 604185 4165023
 604195 4165023
 604205 4165023
 604215 4165023
 604225 4165023
 604235 4165023
 604245 4165023
 604255 4165023
 604265 4165023
 604275 4165023
 604285 4165023
 604295 4165023
 604305 4165023
 604315 4165023
 604325 4165023
 604335 4165023
 604345 4165023
 604355 4165023
 604365 4165023
 604375 4165023
 604385 4165023
 604395 4165023
 604405 4165023
 604415 4165023
 604425 4165023
 604435 4165023
 604445 4165023
 604455 4165023
 604465 4165023
 604475 4165023
 604485 4165023
 604495 4165023
 604505 4165023
 604515 4165023
 604525 4165023
 604535 4165023
 604545 4165023
 604555 4165023
 604565 4165023
 604575 4165023
 604585 4165023
